utterance,intent,category,tags,intent_label
edit crontab in linux?,cron_job_create,,,
can you help me with: cron ne zaman çalışacak??,cron_job_create,,,
i'm not sure how to: cron ne zaman çalışacak?,cron_job_create,,,
what's the correct way to cron ne zaman çalışacak??,cron_job_create,,,
any idea how i should handle: cron ne zaman çalışacak??,cron_job_create,,,
step-by-step for: cron ne zaman çalışacak??,cron_job_create,,,
cron ne zaman çalışacak?,cron_job_create,,,
can you help me with: crontab -e ne işe yarar??,cron_job_create,,,
i'm not sure how to: crontab -e ne işe yarar?,cron_job_create,,,
what's the correct way to crontab -e ne işe yarar??,cron_job_create,,,
any idea how i should handle: crontab -e ne işe yarar??,cron_job_create,,,
step-by-step for: crontab -e ne işe yarar??,cron_job_create,,,
crontab -e ne işe yarar?,cron_job_create,,,
can you help me with: how to schedule a weekly job??,cron_job_create,,,
i'm not sure how to: how to schedule a weekly job?,cron_job_create,,,
what's the correct way to how to schedule a weekly job??,cron_job_create,,,
any idea how i should handle: how to schedule a weekly job??,cron_job_create,,,
step-by-step for: how to schedule a weekly job??,cron_job_create,,,
how to schedule a weekly job?,cron_job_create,,,
can you help me with: cron zamanlayıcı örneği??,cron_job_create,,,
i'm not sure how to: cron zamanlayıcı örneği?,cron_job_create,,,
what's the correct way to cron zamanlayıcı örneği??,cron_job_create,,,
any idea how i should handle: cron zamanlayıcı örneği??,cron_job_create,,,
step-by-step for: cron zamanlayıcı örneği??,cron_job_create,,,
cron zamanlayıcı örneği?,cron_job_create,,,
can you help me with: linux cron nasıl çalışır??,cron_job_create,,,
i'm not sure how to: linux cron nasıl çalışır?,cron_job_create,,,
what's the correct way to linux cron nasıl çalışır??,cron_job_create,,,
any idea how i should handle: linux cron nasıl çalışır??,cron_job_create,,,
step-by-step for: linux cron nasıl çalışır??,cron_job_create,,,
linux cron nasıl çalışır?,cron_job_create,,,
can you help me with: cron tablosu nasıl okunur??,cron_job_create,,,
i'm not sure how to: cron tablosu nasıl okunur?,cron_job_create,,,
what's the correct way to cron tablosu nasıl okunur??,cron_job_create,,,
any idea how i should handle: cron tablosu nasıl okunur??,cron_job_create,,,
step-by-step for: cron tablosu nasıl okunur??,cron_job_create,,,
cron tablosu nasıl okunur?,cron_job_create,,,
can you help me with: sistem başlangıcında çalışan cron??,cron_job_create,,,
i'm not sure how to: sistem başlangıcında çalışan cron?,cron_job_create,,,
what's the correct way to sistem başlangıcında çalışan cron??,cron_job_create,,,
any idea how i should handle: sistem başlangıcında çalışan cron??,cron_job_create,,,
step-by-step for: sistem başlangıcında çalışan cron??,cron_job_create,,,
sistem başlangıcında çalışan cron?,cron_job_create,,,
can you help me with: log kaydı yapan cron job örneği??,cron_job_create,,,
i'm not sure how to: log kaydı yapan cron job örneği?,cron_job_create,,,
what's the correct way to log kaydı yapan cron job örneği??,cron_job_create,,,
any idea how i should handle: log kaydı yapan cron job örneği??,cron_job_create,,,
step-by-step for: log kaydı yapan cron job örneği??,cron_job_create,,,
log kaydı yapan cron job örneği?,cron_job_create,,,
can you help me with: e-posta atan cron job yazabilir miyim??,cron_job_create,,,
i'm not sure how to: e-posta atan cron job yazabilir miyim?,cron_job_create,,,
what's the correct way to e-posta atan cron job yazabilir miyim??,cron_job_create,,,
any idea how i should handle: e-posta atan cron job yazabilir miyim??,cron_job_create,,,
step-by-step for: e-posta atan cron job yazabilir miyim??,cron_job_create,,,
e-posta atan cron job yazabilir miyim?,cron_job_create,,,
can you help me with: shell script için cron nasıl yazılır??,cron_job_create,,,
i'm not sure how to: shell script için cron nasıl yazılır?,cron_job_create,,,
what's the correct way to shell script için cron nasıl yazılır??,cron_job_create,,,
any idea how i should handle: shell script için cron nasıl yazılır??,cron_job_create,,,
step-by-step for: shell script için cron nasıl yazılır??,cron_job_create,,,
shell script için cron nasıl yazılır?,cron_job_create,,,
can you help me with: cron job zaman aralığı nasıl ayarlanır??,cron_job_create,,,
i'm not sure how to: cron job zaman aralığı nasıl ayarlanır?,cron_job_create,,,
what's the correct way to cron job zaman aralığı nasıl ayarlanır??,cron_job_create,,,
any idea how i should handle: cron job zaman aralığı nasıl ayarlanır??,cron_job_create,,,
step-by-step for: cron job zaman aralığı nasıl ayarlanır??,cron_job_create,,,
cron job zaman aralığı nasıl ayarlanır?,cron_job_create,,,
can you help me with: how to configure a jenkins pipeline??,jenkins_pipeline_config,,,
i'm not sure how to: how to configure a jenkins pipeline?,jenkins_pipeline_config,,,
what's the correct way to how to configure a jenkins pipeline??,jenkins_pipeline_config,,,
any idea how i should handle: how to configure a jenkins pipeline??,jenkins_pipeline_config,,,
step-by-step for: how to configure a jenkins pipeline??,jenkins_pipeline_config,,,
how to configure a jenkins pipeline?,jenkins_pipeline_config,,,
can you help me with: jenkins pipeline stages nedir??,jenkins_pipeline_config,,,
i'm not sure how to: jenkins pipeline stages nedir?,jenkins_pipeline_config,,,
what's the correct way to jenkins pipeline stages nedir??,jenkins_pipeline_config,,,
any idea how i should handle: jenkins pipeline stages nedir??,jenkins_pipeline_config,,,
step-by-step for: jenkins pipeline stages nedir??,jenkins_pipeline_config,,,
jenkins pipeline stages nedir?,jenkins_pipeline_config,,,
can you help me with: jenkinsfile nasıl yazılır??,jenkins_pipeline_config,,,
i'm not sure how to: jenkinsfile nasıl yazılır?,jenkins_pipeline_config,,,
what's the correct way to jenkinsfile nasıl yazılır??,jenkins_pipeline_config,,,
any idea how i should handle: jenkinsfile nasıl yazılır??,jenkins_pipeline_config,,,
step-by-step for: jenkinsfile nasıl yazılır??,jenkins_pipeline_config,,,
jenkinsfile nasıl yazılır?,jenkins_pipeline_config,,,
can you help me with: jenkins script örneği??,jenkins_pipeline_config,,,
i'm not sure how to: jenkins script örneği?,jenkins_pipeline_config,,,
what's the correct way to jenkins script örneği??,jenkins_pipeline_config,,,
any idea how i should handle: jenkins script örneği??,jenkins_pipeline_config,,,
step-by-step for: jenkins script örneği??,jenkins_pipeline_config,,,
jenkins script örneği?,jenkins_pipeline_config,,,
can you help me with: jenkins parametreli build nasıl yapılır??,jenkins_pipeline_config,,,
i'm not sure how to: jenkins parametreli build nasıl yapılır?,jenkins_pipeline_config,,,
what's the correct way to jenkins parametreli build nasıl yapılır??,jenkins_pipeline_config,,,
any idea how i should handle: jenkins parametreli build nasıl yapılır??,jenkins_pipeline_config,,,
step-by-step for: jenkins parametreli build nasıl yapılır??,jenkins_pipeline_config,,,
jenkins parametreli build nasıl yapılır?,jenkins_pipeline_config,,,
can you help me with: kvm bridge ağı nasıl tanımlanır??,bridge_networking,,,
i'm not sure how to: kvm bridge ağı nasıl tanımlanır?,bridge_networking,,,
what's the correct way to kvm bridge ağı nasıl tanımlanır??,bridge_networking,,,
any idea how i should handle: kvm bridge ağı nasıl tanımlanır??,bridge_networking,,,
step-by-step for: kvm bridge ağı nasıl tanımlanır??,bridge_networking,,,
kvm bridge ağı nasıl tanımlanır?,bridge_networking,,,
can you help me with: linux bridge vs nat??,bridge_networking,,,
i'm not sure how to: linux bridge vs nat?,bridge_networking,,,
what's the correct way to linux bridge vs nat??,bridge_networking,,,
any idea how i should handle: linux bridge vs nat??,bridge_networking,,,
step-by-step for: linux bridge vs nat??,bridge_networking,,,
linux bridge vs nat?,bridge_networking,,,
can you help me with: how to create a bridge network??,bridge_networking,,,
i'm not sure how to: how to create a bridge network?,bridge_networking,,,
what's the correct way to how to create a bridge network??,bridge_networking,,,
any idea how i should handle: how to create a bridge network??,bridge_networking,,,
step-by-step for: how to create a bridge network??,bridge_networking,,,
how to create a bridge network?,bridge_networking,,,
can you help me with: bridge interface nasıl yapılır??,bridge_networking,,,
i'm not sure how to: bridge interface nasıl yapılır?,bridge_networking,,,
what's the correct way to bridge interface nasıl yapılır??,bridge_networking,,,
any idea how i should handle: bridge interface nasıl yapılır??,bridge_networking,,,
step-by-step for: bridge interface nasıl yapılır??,bridge_networking,,,
bridge interface nasıl yapılır?,bridge_networking,,,
can you help me with: bridge config dosyası nerede??,bridge_networking,,,
i'm not sure how to: bridge config dosyası nerede?,bridge_networking,,,
what's the correct way to bridge config dosyası nerede??,bridge_networking,,,
any idea how i should handle: bridge config dosyası nerede??,bridge_networking,,,
step-by-step for: bridge config dosyası nerede??,bridge_networking,,,
bridge config dosyası nerede?,bridge_networking,,,
can you help me with: iptables kuralı nasıl eklenir??,iptables_block_ip,,,
i'm not sure how to: iptables kuralı nasıl eklenir?,iptables_block_ip,,,
what's the correct way to iptables kuralı nasıl eklenir??,iptables_block_ip,,,
any idea how i should handle: iptables kuralı nasıl eklenir??,iptables_block_ip,,,
step-by-step for: iptables kuralı nasıl eklenir??,iptables_block_ip,,,
iptables kuralı nasıl eklenir?,iptables_block_ip,,,
can you help me with: how do i block an ip using iptables??,iptables_block_ip,,,
i'm not sure how to: how do i block an ip using iptables?,iptables_block_ip,,,
what's the correct way to how do i block an ip using iptables??,iptables_block_ip,,,
any idea how i should handle: how do i block an ip using iptables??,iptables_block_ip,,,
step-by-step for: how do i block an ip using iptables??,iptables_block_ip,,,
how do i block an ip using iptables?,iptables_block_ip,,,
can you help me with: iptables ile ip engellemek??,iptables_block_ip,,,
i'm not sure how to: iptables ile ip engellemek?,iptables_block_ip,,,
what's the correct way to iptables ile ip engellemek??,iptables_block_ip,,,
any idea how i should handle: iptables ile ip engellemek??,iptables_block_ip,,,
step-by-step for: iptables ile ip engellemek??,iptables_block_ip,,,
iptables ile ip engellemek?,iptables_block_ip,,,
can you help me with: loglama nasıl yapılır iptables??,iptables_block_ip,,,
i'm not sure how to: loglama nasıl yapılır iptables?,iptables_block_ip,,,
what's the correct way to loglama nasıl yapılır iptables??,iptables_block_ip,,,
any idea how i should handle: loglama nasıl yapılır iptables??,iptables_block_ip,,,
step-by-step for: loglama nasıl yapılır iptables??,iptables_block_ip,,,
loglama nasıl yapılır iptables?,iptables_block_ip,,,
can you help me with: input chain nasıl çalışır??,iptables_block_ip,,,
i'm not sure how to: input chain nasıl çalışır?,iptables_block_ip,,,
what's the correct way to input chain nasıl çalışır??,iptables_block_ip,,,
any idea how i should handle: input chain nasıl çalışır??,iptables_block_ip,,,
step-by-step for: input chain nasıl çalışır??,iptables_block_ip,,,
input chain nasıl çalışır?,iptables_block_ip,,,
can you help me with: how to set alert rules in grafana??,grafana_alert_rules,,,
i'm not sure how to: how to set alert rules in grafana?,grafana_alert_rules,,,
what's the correct way to how to set alert rules in grafana??,grafana_alert_rules,,,
any idea how i should handle: how to set alert rules in grafana??,grafana_alert_rules,,,
step-by-step for: how to set alert rules in grafana??,grafana_alert_rules,,,
how to set alert rules in grafana?,grafana_alert_rules,,,
can you help me with: grafana alert nasıl kurulur??,grafana_alert_rules,,,
i'm not sure how to: grafana alert nasıl kurulur?,grafana_alert_rules,,,
what's the correct way to grafana alert nasıl kurulur??,grafana_alert_rules,,,
any idea how i should handle: grafana alert nasıl kurulur??,grafana_alert_rules,,,
step-by-step for: grafana alert nasıl kurulur??,grafana_alert_rules,,,
grafana alert nasıl kurulur?,grafana_alert_rules,,,
can you help me with: set alert for high cpu in grafana??,grafana_alert_rules,,,
i'm not sure how to: set alert for high cpu in grafana?,grafana_alert_rules,,,
what's the correct way to set alert for high cpu in grafana??,grafana_alert_rules,,,
any idea how i should handle: set alert for high cpu in grafana??,grafana_alert_rules,,,
step-by-step for: set alert for high cpu in grafana??,grafana_alert_rules,,,
set alert for high cpu in grafana?,grafana_alert_rules,,,
can you help me with: what is grafana alerting system??,grafana_alert_rules,,,
i'm not sure how to: what is grafana alerting system?,grafana_alert_rules,,,
what's the correct way to what is grafana alerting system??,grafana_alert_rules,,,
any idea how i should handle: what is grafana alerting system??,grafana_alert_rules,,,
step-by-step for: what is grafana alerting system??,grafana_alert_rules,,,
what is grafana alerting system?,grafana_alert_rules,,,
can you help me with: grafana'da e-mail alert nasıl yapılır??,grafana_alert_rules,,,
i'm not sure how to: grafana'da e-mail alert nasıl yapılır?,grafana_alert_rules,,,
what's the correct way to grafana'da e-mail alert nasıl yapılır??,grafana_alert_rules,,,
any idea how i should handle: grafana'da e-mail alert nasıl yapılır??,grafana_alert_rules,,,
step-by-step for: grafana'da e-mail alert nasıl yapılır??,grafana_alert_rules,,,
grafana'da e-mail alert nasıl yapılır?,grafana_alert_rules,,,
can you help me with: add notification channel in grafana??,grafana_alert_rules,,,
i'm not sure how to: add notification channel in grafana?,grafana_alert_rules,,,
what's the correct way to add notification channel in grafana??,grafana_alert_rules,,,
any idea how i should handle: add notification channel in grafana??,grafana_alert_rules,,,
